trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
23	294.00540590000037	alternation	10		24	295.11015300000054	0.20001700000011624
23	294.2054229000005	alternation	11		24	295.31017000000065	0.1999863999999434
23	294.40540930000043	alternation	12		24	295.5101564000006	0.19997330000023794
23	294.60538260000067	alternation	13		24	295.71012970000083	0.20003519999954733
23	294.8054178000002	alternation	14		24	295.9101649000004	0.19999400000051537
23	295.00541180000073	alternation	15		23	296.1101589000009	0.19339140000010957
23	295.19880320000084	alternation	16		24	296.303550300001	0.19997609999973065
23	295.39877930000057	alternation	17		24	296.50352640000074	0.19998459999987972
23	295.59876390000045	alternation	18		24	296.7035110000006	0.19998329999998532
23	295.79874720000043	alternation	19		24	296.9034943000006	0.20003689999975904
23	295.9987841000002	alternation	20		25	297.10353120000036	0.20659800000066753
23	296.20538210000086	alternation	21		24	297.31012920000103	0.19995079999989684
23	296.40533290000076	alternation	22		24	297.5100800000009	0.1999932999997327
23	296.6053262000005	alternation	23		24	297.71007330000066	0.19999670000015612
23	296.80532290000065	alternation	24		24	297.9100700000008	0.20000569999956497
23	297.0053286000002	alternation	25		24	298.1100757000004	0.2000281000000541
23	297.20535670000027	alternation	26		24	298.31010380000043	0.19995600000038394
23	297.40531270000065	alternation	27		24	298.5100598000008	0.20005089999995107
23	297.6053636000006	alternation	28		19	298.71011070000077	0.15825829999994312
23	297.7412787000003	response	28	space		298.84602580000046	
24	297.76362190000054	alternation	0		24	298.8683690000007	0.20173700000032113
24	297.96535890000087	alternation	1		24	299.07010600000103	0.19999019999977463
24	298.16534910000064	alternation	2		24	299.2700962000008	0.1999961000001349
24	298.3653452000008	alternation	3		24	299.47009230000094	0.20001609999962966
24	298.5653613000004	alternation	4		24	299.6701084000006	0.19995550000021467
24	298.7653168000006	alternation	5		25	299.8700639000008	0.2066077999998015
24	298.9719246000004	alternation	6		24	300.0766717000006	0.20002409999960946
24	299.17194870000003	alternation	7		24	300.2766958000002	0.1999697000001106
24	299.37191840000014	alternation	8		24	300.4766655000003	0.2000000000007276
24	299.57191840000087	alternation	9		24	300.67666550000104	0.20001460000003135
24	299.7719330000009	alternation	10		24	300.87668010000107	0.20000879999952303
24	299.9719418000004	alternation	11		24	301.0766889000006	0.19993969999995898
24	300.1718815000004	alternation	12		24	301.27662860000055	0.19998860000032437
24	300.3718701000007	alternation	13		24	301.4766172000009	0.2000263999998424
24	300.57189650000055	alternation	14		23	301.6766436000007	0.1933816000000661
24	300.7652781000006	alternation	15		24	301.8700252000008	0.19998759999998583
24	300.9652657000006	alternation	16		24	302.07001280000077	0.1999433000000863
24	301.1652090000007	alternation	17		24	302.26995610000085	0.2000686000001224
24	301.3652776000008	alternation	18		18	302.470024700001	0.20000049999998737
24	301.5652781000008	alternation	19		24	302.67002520000096	0.19964029999937338
24	301.76491840000017	alternation	20		24	302.86966550000034	0.1979271999998673
24	301.96284560000004	alternation	21		25	303.0675927000002	0.20897570000033738
24	302.1718213000004	alternation	22		12	303.27656840000054	67.7493013000003
24	302.25548420000086	response	22	space		303.36023130000103	
25	369.9211226000007	text_phase	0		8162	371.02586970000084	68.01489270000002
25	437.9195778000003	response	0	space		439.02432490000047	
26	437.9360153000007	text_phase	0		291	439.04076240000086	2.4332722999997713
26	440.3444629000005	response	0	space		441.4492100000007	
27	440.36928760000046	alternation	0		23	441.47403470000063	0.19166750000022148
27	440.5609551000007	alternation	1		24	441.66570220000085	0.1999722999998994
27	440.7609274000006	alternation	2		25	441.86567450000075	0.20836719999988418
27	440.96929460000047	alternation	3		24	442.07404170000063	0.20003650000035123
27	441.1693311000008	alternation	4		23	442.274078200001	0.1915553999997428
27	441.36088650000056	alternation	5		25	442.46563360000073	0.20662949999950797
27	441.56751600000007	alternation	6		24	442.67226310000024	0.20001310000043304
27	441.7675291000005	alternation	7		24	442.87227620000067	0.19995689999996102
27	441.96748600000046	alternation	8		24	443.07223310000063	0.20002910000039265
27	442.16751510000086	alternation	9		24	443.272262200001	0.1999932999997327
27	442.3675084000006	alternation	10		24	443.47225550000076	0.20001179999962915
27	442.5675202000002	alternation	11		24	443.6722673000004	0.19994130000031873
27	442.76746150000054	alternation	12		24	443.8722086000007	0.19998779999968974
27	442.9674493000002	alternation	13		24	444.0721964000004	0.20002240000030724
27	443.16747170000053	alternation	14		24	444.2722188000007	0.20172439999987546
27	443.3691961000004	alternation	15		24	444.4739432000006	0.20003770000039367
27	443.5692338000008	alternation	16		24	444.67398090000097	0.1999932999997327
27	443.76922710000053	alternation	17		24	444.8739742000007	0.1999734000000899
27	443.9692005000006	alternation	18		24	445.0739476000008	0.19998739999937243
27	444.1691879	alternation	19		24	445.27393500000017	0.1999126000000615
28	444.36910050000006	text_phase	0		621	445.4738476000002	5.174906900000678
28	449.5276354000007	response	0	space		450.63238250000086	
29	449.54400740000074	text_phase	0		517	450.6487545000009	4.30816059999961
29	453.8357295000005	response	0	space		454.9404766000007	
30	453.85216800000035	text_phase	0		514	454.9569151000005	4.283211400000255
30	458.11892350000016	response	0	space		459.22367060000033	
31	458.1353794000006	text_phase	0		399	459.24012650000077	3.3249109999997017
31	461.4438622000007	response	0	space		462.54860930000086	
32	461.4602904000003	alternation	0		25	462.56503750000047	0.2065867999999682
32	461.6668772000003	alternation	1		24	462.77162430000044	0.2000292000002446
32	461.8669064000005	alternation	2		24	462.9716535000007	0.2000118999994811
32	462.0669183	alternation	3		24	463.17166540000017	0.19997520000015356
32	462.26689350000015	alternation	4		24	463.3716406000003	0.19995360000029905
32	462.46684710000045	alternation	5		24	463.5715942000006	0.20003759999963222
32	462.6668847000001	alternation	6		24	463.77163180000025	0.1999615000004269
32	462.8668462000005	alternation	7		24	463.9715933000007	0.20002260000001115
32	463.0668688000005	alternation	8		24	464.1716159000007	0.19995769999968616
32	463.2668265000002	alternation	9		24	464.3715736000004	0.20174620000034338
32	463.46857270000055	alternation	10		24	464.5733198000007	0.19995539999945322
32	463.6685281	alternation	11		24	464.77327520000017	0.20002610000028653
32	463.8685542000003	alternation	12		24	464.97330130000046	0.19998910000049364
32	464.0685433000008	alternation	13		24	465.17329040000095	0.1999865999996473
32	464.26852990000043	alternation	14		24	465.3732770000006	0.1982693999998446
32	464.4667993000003	alternation	15		24	465.57154640000044	0.20002329999988433
32	464.66682260000016	alternation	16		24	465.7715697000003	0.19997659999989992
32	464.86679920000006	alternation	17		24	465.9715463000002	0.20001940000020113
32	465.06681860000026	alternation	18		24	466.17156570000043	0.1999498000004678
32	465.26676840000073	alternation	19		24	466.3715155000009	0.19998969999960536
33	465.46675810000033	text_phase	0		310	466.5715052000005	2.5850123999998686
33	468.03531310000017	response	0	space		469.14006020000033	
34	468.0517705000002	alternation	0		24	469.15651760000037	0.1999405000005936
34	468.2517110000008	alternation	1		25	469.35645810000096	0.20840129999942292
34	468.4601123000002	alternation	2		24	469.5648594000004	0.19995190000008733
34	468.6600642000003	alternation	3		24	469.7648113000005	0.19997700000021723
34	468.8600412000005	alternation	4		23	469.9647883000007	0.19136890000027051
34	469.0514101000008	alternation	5		25	470.15615720000096	0.20689619999939168
34	469.2583063000002	alternation	6		24	470.36305340000035	0.20000960000015766
34	469.45831590000034	alternation	7		24	470.5630630000005	0.20002279999971506
34	469.65833870000006	alternation	8		24	470.7630858000002	0.19995160000053147
34	469.8582903000006	alternation	9		24	470.96303740000076	0.19999189999998634
34	470.0582822000006	alternation	10		24	471.16302930000074	0.2000118999994811
34	470.25829410000006	alternation	11		24	471.3630412000002	0.19998890000078973
34	470.45828300000085	alternation	12		24	471.563030100001	0.20002129999920726
34	470.65830430000005	alternation	13		24	471.7630514000002	0.2016978999999992
34	470.86000220000005	alternation	14		24	471.9647493000002	0.2000082000004113
34	471.06001040000046	alternation	15		24	472.16475750000063	0.19999170000028244
34	471.26000210000075	alternation	16		24	472.3647492000009	0.19964410000011412
34	471.45964620000086	alternation	17		24	472.56439330000103	0.20011849999991682
34	471.6597647000008	alternation	18		24	472.76451180000095	0.20021749999978056
34	471.85998220000056	alternation	19		24	472.9647293000007	0.1999962999998388
35	472.0599785000004	text_phase	0		278	473.16472560000057	2.31659209999998
35	474.36016760000075	response	0	space		475.4649147000009	
36	474.3765706000004	text_phase	0		604	475.48131770000055	5.033167499999763
36	479.39326560000063	response	0	space		480.4980127000008	
37	479.40973810000014	alternation	0		25	480.5144852000003	0.20831929999985732
37	479.6180574	alternation	1		24	480.72280450000017	0.19999390000066342
37	479.81805130000066	alternation	2		24	480.92279840000083	0.1999867999993512
37	480.0180381	alternation	3		24	481.1227852000002	0.19999660000030417
37	480.2180347000003	alternation	4		24	481.3227818000005	0.19999230000030366
37	480.4180270000006	alternation	5		24	481.5227741000008	0.19826240000020334
37	480.6162894000008	alternation	6		24	481.721036500001	0.2000289999996312
37	480.81631840000045	alternation	7		24	481.9210655000006	0.19995860000017274
37	481.0162770000006	alternation	8		24	482.1210241000008	0.19999039999947854
37	481.2162674000001	alternation	9		24	482.3210145000003	0.2000373999999283
37	481.41630480000003	alternation	10		24	482.5210519000002	0.19998770000074728
37	481.6162925000008	alternation	11		24	482.72103960000095	0.19996110000010958
37	481.8162536000009	alternation	12		24	482.92100070000106	0.20000099999924714
37	482.01625460000014	alternation	13		24	483.1210017000003	0.20003110000016022
37	482.2162857000003	alternation	14		24	483.32103280000047	0.2017065999998522
37	482.41799230000015	alternation	15		24	483.5227394000003	0.19997280000006867
37	482.6179651000002	alternation	16		24	483.7227122000004	0.1999918000001344
37	482.81795690000035	alternation	17		24	483.9227040000005	0.19998820000000705
37	483.01794510000036	alternation	18		24	484.12269220000053	0.20002740000018093
37	483.21797250000054	alternation	19		24	484.3227196000007	0.19995079999989684
38	483.41792330000044	text_phase	0		632	484.5226704000006	5.266526999999769
38	488.6679729000007	response	0	space		489.77272000000085	
39	488.6844503000002	alternation	0		24	489.7891974000004	0.20001289999981964
39	488.8844632	alternation	1		25	489.9892103000002	0.20836900000085734
39	489.0928322000009	alternation	2		23	490.19757930000105	0.19164599999930942
39	489.2844782000002	alternation	3		25	490.38922530000036	0.20826889999989362
39	489.4927471000001	alternation	4		24	490.59749420000026	0.1999801000001753
39	489.69272720000026	alternation	5		24	490.79747430000043	0.19830840000031458
39	489.8910356000006	alternation	6		24	490.99578270000075	0.20000830000026326
39	490.09104390000084	alternation	7		24	491.195791000001	0.19994799999949464
39	490.29099190000034	alternation	8		24	491.3957390000005	0.1999986999999237
39	490.49099060000026	alternation	9		24	491.5957377000004	0.20000489999983984
39	490.6909955000001	alternation	10		24	491.79574260000027	0.20000250000066444
39	490.89099800000076	alternation	11		24	491.99574510000093	0.19997199999943405
39	491.0909700000002	alternation	12		24	492.19571710000037	0.20002280000062456
39	491.2909928000008	alternation	13		24	492.395739900001	0.19999519999964832
39	491.49098800000047	alternation	14		24	492.59573510000064	0.20169780000014725
39	491.6926858000006	alternation	15		24	492.7974329000008	0.19966519999979937
39	491.8923510000004	alternation	16		23	492.9970981000006	0.1920153000000937
39	492.0843663000005	alternation	17		25	493.1891134000007	0.20830860000023677
39	492.29267490000075	alternation	18		24	493.3974220000009	0.2000014999994164
39	492.49267640000016	alternation	19		24	493.59742350000033	0.19995290000042587
39	492.6926293000006	alternation	20		24	493.79737640000076	0.19831890000023122
39	492.8909482000008	alternation	21		24	493.995695300001	0.1999718999995821
39	493.0909201000004	alternation	22		24	494.19566720000057	0.19999000000007072
39	493.2909101000005	alternation	23		24	494.39565720000064	0.1998665000000983
39	493.4907766000006	alternation	24		24	494.59552370000074	0.20014399999945454
39	493.6909206	alternation	25		24	494.7956677000002	0.199964500000533
39	493.89088510000056	alternation	26		24	494.9956322000007	0.1997842999999193
39	494.0906694000005	alternation	27		24	495.19541650000065	0.20023179999952845
39	494.2909012	alternation	28		24	495.3956483000002	0.19997580000017479
39	494.4908770000002	alternation	29		24	495.59562410000035	0.20175939999990078
39	494.6926364000001	alternation	30		24	495.79738350000025	0.199959100000342
39	494.8925955000004	alternation	31		21	495.9973426000006	0.174980300000243
39	495.04510500000015	response	31	space		496.1498521000003	
40	495.06757580000067	text_phase	0		339	496.17232290000084	2.824910799999998
40	497.87604720000036	response	0	space		498.9807943000005	
41	497.89248660000067	text_phase	0		5245	498.99723370000083	43.7070120999997
41	541.5830804000007	response	0	space		542.6878275000008	
42	541.5994987000004	alternation	0		25	542.7042458000005	0.2082434000003559
42	541.8077421000007	alternation	1		24	542.9124892000009	0.1983141999999134
42	542.0060563000006	alternation	2		24	543.1108034000008	0.1999664999993911
42	542.2060228	alternation	3		24	543.3107699000002	0.20000740000068618
42	542.4060302000007	alternation	4		24	543.5107773000009	0.2000092999996923
42	542.6060395000004	alternation	5		24	543.7107866000006	0.1999948000002405
42	542.8060343000006	alternation	6		24	543.9107814000008	0.20001830000001064
42	543.0060526000007	alternation	7		24	544.1107997000008	0.19983789999969304
42	543.2058905000004	alternation	8		24	544.3106376000005	0.2001257000001715
42	543.4060162000005	alternation	9		24	544.5107633000007	0.20003619999988587
42	543.6060524000004	alternation	10		24	544.7107995000006	0.20176859999992303
42	543.8078210000003	alternation	11		24	544.9125681000005	0.19960179999998218
42	544.0074228000003	alternation	12		24	545.1121699000005	0.20001229999979842
42	544.2074351000001	alternation	13		24	545.3121822000003	0.2003284000002168
42	544.4077635000003	alternation	14		24	545.5125106000005	0.19997500000044965
42	544.6077385000008	alternation	15		24	545.712485600001	0.1999644999996235
42	544.8077030000004	alternation	16		24	545.9124501000006	0.19820609999987937
42	545.0059091000003	alternation	17		24	546.1106562000004	0.19992249999995693
42	545.2058316000002	alternation	18		24	546.3105787000004	0.2001166000000012
42	545.4059482000002	alternation	19		24	546.5106953000004	0.19999040000038804
42	545.6059386000006	alternation	20		24	546.7106857000008	0.2000466999998025
42	545.8059853000004	alternation	21		24	546.9107324000006	0.19999670000015612
42	546.0059820000006	alternation	22		24	547.1107291000008	0.19994249999945168
42	546.2059245	alternation	23		24	547.3106716000002	0.2000426000004154
42	546.4059671000005	alternation	24		24	547.5107142000006	0.20000230000005104
42	546.6059694000005	alternation	25		24	547.7107165000007	0.20165019999967626
42	546.8076196000002	alternation	26		24	547.9123667000003	0.2000768000007156
42	547.0076964000009	alternation	27		24	548.1124435000011	0.19994819999919855
42	547.2076446000001	alternation	28		24	548.3123917000003	0.19997800000055577
42	547.4076226000006	alternation	29		24	548.5123697000008	0.19998450000002777
42	547.6076071000007	alternation	30		24	548.7123542000008	0.1983046999994258
42	547.8059118000001	alternation	31		24	548.9106589000003	0.19999650000045222
42	548.0059083000006	alternation	32		24	549.1106554000007	0.19999250000000757
42	548.2059008000006	alternation	33		24	549.3106479000007	0.19994990000031976
42	548.4058507000009	alternation	34		24	549.510597800001	0.20005219999984547
42	548.6059029000007	alternation	35		24	549.7106500000009	0.19998189999932947
42	548.8058848000001	alternation	36		24	549.9106319000002	0.19998610000038752
42	549.0058709000004	alternation	37		24	550.1106180000006	0.19997559999956138
42	549.2058465	alternation	38		24	550.3105936000002	0.19997140000032232
42	549.4058179000003	alternation	39		8	550.5105650000005	0.06839430000036373
42	549.4577774000009	response	39	space		550.562524500001	
43	549.4742122000007	alternation	0		24	550.5789593000009	0.20000840000011522
43	549.6742206000008	alternation	1		24	550.778967700001	0.19998609999947803
43	549.8742067000003	alternation	2		25	550.9789538000005	0.20825200000035693
43	550.0824587000006	alternation	3		24	551.1872058000008	0.20006939999984752
43	550.2825281000005	alternation	4		24	551.3872752000007	0.1981671000003189
43	550.4806952000008	alternation	5		24	551.585442300001	0.200084600000082
43	550.6807798000009	alternation	6		24	551.7855269000011	0.19998859999941487
43	550.8807684000003	alternation	7		24	551.9855155000005	0.19999809999990248
43	551.0807665000002	alternation	8		24	552.1855136000004	0.20000440000058006
43	551.2807709000008	alternation	9		24	552.385518000001	0.19991249999930005
43	551.4806834000001	alternation	10		24	552.5854305000003	0.2000807000003988
43	551.6807641000005	alternation	11		24	552.7855112000007	0.20001950000005309
43	551.8807836000005	alternation	12		24	552.9855307000007	0.19999159999952099
43	552.0807752000001	alternation	13		24	553.1855223000002	0.19956309999997757
43	552.2803383	alternation	14		24	553.3850854000002	0.20218320000003587
43	552.4825215000001	alternation	15		24	553.5872686000002	0.1999087000003783
43	552.6824302000005	alternation	16		24	553.7871773000006	0.20008969999980764
43	552.8825199000003	alternation	17		24	553.9872670000004	0.19991920000029495
43	553.0824391000006	alternation	18		24	554.1871862000007	0.20000290000007226
43	553.2824420000006	alternation	19		24	554.3871891000008	0.1982905999993818
43	553.4807326	alternation	20		24	554.5854797000002	0.19999650000045222
43	553.6807291000005	alternation	21		24	554.7854762000006	0.19994760000008682
43	553.8806767000005	alternation	22		24	554.9854238000007	0.2000302999995256
43	554.0807070000001	alternation	23		24	555.1854541000002	0.19997010000042792
43	554.2806771000005	alternation	24		24	555.3854242000007	0.20001890000003186
43	554.4806960000005	alternation	25		24	555.5854431000007	0.199960199999623
43	554.6806562000002	alternation	26		24	555.7854033000003	0.20004340000014054
43	554.8806996000003	alternation	27		24	555.9854467000005	0.1998180999999022
43	555.0805177000002	alternation	28		24	556.1852648000004	0.20184599999993225
43	555.2823637000001	alternation	29		24	556.3871108000003	0.20000170000002981
43	555.4823654000002	alternation	30		24	556.5871125000003	0.19998820000000705
43	555.6823536000002	alternation	31		24	556.7871007000003	0.2000567000004594
43	555.8824103000006	alternation	32		24	556.9871574000008	0.19998779999968974
43	556.0823981000003	alternation	33		24	557.1871452000005	0.19820520000030228
43	556.2806033000006	alternation	34		24	557.3853504000008	0.200036999999611
43	556.4806403000002	alternation	35		24	557.5853874000004	0.19982330000038928
43	556.6804636000006	alternation	36		24	557.7852107000008	0.2001546999999846
43	556.8806183000006	alternation	37		24	557.9853654000008	0.19999680000000808
43	557.0806151000006	alternation	38		24	558.1853622000008	0.19995319999998173
43	557.2805683000006	alternation	39		24	558.3853154000008	0.19999509999979637
43	557.4805634000004	alternation	40		24	558.5853105000006	0.2000660000003336
43	557.6806294000007	alternation	41		24	558.7853765000009	0.19995010000002367
43	557.8805795000007	alternation	42		24	558.9853266000009	0.2018419999994876
43	558.0824215000002	alternation	43		24	559.1871686000004	0.1998884000004182
43	558.2823099000007	alternation	44		24	559.3870570000008	0.1999735999997938
43	558.4822835000004	alternation	45		24	559.5870306000006	0.20006130000001576
43	558.6823448000005	alternation	46		24	559.7870919000006	0.19990270000016608
43	558.8822475000006	alternation	47		24	559.9869946000008	0.19826850000026752
43	559.0805160000009	alternation	48		24	560.1852631000011	0.20000509999954375
43	559.2805211000004	alternation	49		24	560.3852682000006	0.20000009999967006
43	559.4805212000001	alternation	50		24	560.5852683000003	0.20001649999994697
43	559.6805377000001	alternation	51		24	560.7852848000002	0.19995450000078563
43	559.8583194000003	response	51	space		560.9630665000004	
44	559.8804922000008	alternation	0		25	560.985239300001	0.2083368999992672
44	560.0888291000001	alternation	1		23	561.1935762000003	0.19164730000011332
44	560.2804764000002	alternation	2		25	561.3852235000004	0.2083505000000514
44	560.4888269000003	alternation	3		24	561.5935740000004	0.20004860000062763
44	560.6888755000009	alternation	4		23	561.7936226000011	0.19336899999962043
44	560.8822445000005	alternation	5		24	561.9869916000007	0.19995360000029905
44	561.0821981000008	alternation	6		24	562.186945200001	0.19998309999937192
44	561.2821812000002	alternation	7		24	562.3869283000004	0.19999540000026172
44	561.4821766000005	alternation	8		24	562.5869237000006	0.19998409999971045
44	561.6821607000002	alternation	9		25	562.7869078000003	0.20668770000065706
44	561.8888484000008	alternation	10		24	562.993595500001	0.19994669999960024
44	562.0887951000004	alternation	11		24	563.1935422000006	0.1999550000000454
44	562.2887501000005	alternation	12		24	563.3934972000006	0.20003189999988535
44	562.4887820000004	alternation	13		24	563.5935291000005	0.19996160000027885
44	562.6887436000006	alternation	14		24	563.7934907000008	0.19999339999958465
44	562.8887370000002	alternation	15		24	563.9934841000004	0.19998910000049364
44	563.0887261000007	alternation	16		24	564.1934732000009	0.19999399999960588
44	563.2887201000003	alternation	17		24	564.3934672000005	0.20002819999990606
44	563.4887483000002	alternation	18		23	564.5934954000004	0.19337290000021312
44	563.6821212000004	alternation	19		24	564.7868683000006	0.2000239999997575
44	563.8821452000002	alternation	20		24	564.9868923000004	0.19995530000051076
44	564.0821005000007	alternation	21		24	565.1868476000009	0.1999867999993512
44	564.2820873000001	alternation	22		24	565.3868344000002	0.19999430000007123
44	564.4820816000001	alternation	23		25	565.5868287000003	0.20659729999988485
44	564.6886789	alternation	24		24	565.7934260000002	0.19999290000032488
44	564.8886718000003	alternation	25		24	565.9934189000005	0.2000226999998631
44	565.0886945000002	alternation	26		24	566.1934416000004	0.20002130000011675
44	565.2887158000003	alternation	27		24	566.3934629000005	0.1999562999999398
44	565.4886721000003	alternation	28		24	566.5934192000004	0.19983349999984057
44	565.6885056000001	alternation	29		24	566.7932527000003	0.2001341000004686
44	565.8886397000006	alternation	30		24	566.9933868000007	0.2000373999999283
44	566.0886771000005	alternation	31		24	567.1934242000007	0.199960199999623
44	566.2886373000001	alternation	32		23	567.3933844000003	0.19339029999991908
44	566.4820276	alternation	33		24	567.5867747000002	0.1999552000006588
44	566.6819828000007	alternation	34		24	567.7867299000009	0.2000662000000375
44	566.8820490000007	alternation	35		24	567.9867961000009	0.19998929999928805
44	567.0820383	alternation	36		25	568.1867854000002	0.2065604000008534
44	567.2885987000009	alternation	37		24	568.393345800001	0.20003279999946244
44	567.4886315000003	alternation	38		24	568.5933786000005	0.19998839999971096
44	567.6886199	alternation	39		24	568.7933670000002	0.19996480000008887
44	567.8885847000001	alternation	40		24	568.9933318000003	0.19999020000068413
44	568.0885749000008	alternation	41		24	569.193322000001	0.1999962999998388
44	568.2885712000007	alternation	42		24	569.3933183000008	0.19998909999958414
44	568.4885603000002	alternation	43		24	569.5933074000004	0.20000270000036835
44	568.6885630000006	alternation	44		24	569.7933101000008	0.200025099999948
44	568.8885881000006	alternation	45		24	569.9933352000007	0.20169850000002043
44	569.0902866000006	alternation	46		23	570.1950337000007	0.19168009999975766
44	569.2819667000003	alternation	47		24	570.3867138000005	0.19999280000047293
44	569.4819595000008	alternation	48		24	570.586706600001	0.1999894000000495
44	569.6819489000009	alternation	49		24	570.786696000001	0.19995879999987665
44	569.8819077000007	alternation	50		5	570.9866548000009	0.041737300000022515
44	569.9072104000006	response	50	space		571.0119575000008	
45	569.9236450000008	alternation	0		25	571.0283921000009	0.20652629999949568
45	570.1301713000003	alternation	1		24	571.2349184000004	0.19999410000036733
45	570.3301654000006	alternation	2		24	571.4349125000008	0.20000290000007226
45	570.5301683000007	alternation	3		24	571.6349154000009	0.2000239999997575
45	570.7301923000005	alternation	4		24	571.8349394000006	0.19995850000032078
45	570.9301508000008	alternation	5		24	572.0348979000009	0.20002649999969435
45	571.1301773000005	alternation	6		24	572.2349244000006	0.19995939999989787
45	571.3301367000004	alternation	7		24	572.4348838000005	0.20003360000009707
45	571.5301703000005	alternation	8		24	572.6349174000006	0.19995980000021518
45	571.7301301000007	alternation	9		24	572.8348772000008	0.2017705999996906
45	571.9319007000004	alternation	10		24	573.0366478000005	0.1996675000000323
45	572.1315682000004	alternation	11		24	573.2363153000006	0.19991860000027373
45	572.3314868000007	alternation	12		24	573.4362339000008	0.20035049999933108
45	572.5318373	alternation	13		24	573.6365844000002	0.19965910000064468
45	572.7314964000007	alternation	14		24	573.8362435000008	0.20035740000002988
45	572.9318538000007	alternation	15		24	574.0366009000008	0.19822999999996682
45	573.1300838000006	alternation	16		24	574.2348309000008	0.20003389999965293
45	573.3301177000003	alternation	17		24	574.4348648000005	0.19995689999996102
45	573.5300746000003	alternation	18		24	574.6348217000004	0.2000322000003507
45	573.7301068000006	alternation	19		24	574.8348539000008	0.19999529999950028
45	573.9301021000001	alternation	20		24	575.0348492000003	0.1998358000000735
45	574.1299379000002	alternation	21		24	575.2346850000004	0.20015479999983654
45	574.3300927	alternation	22		24	575.4348398000002	0.19995920000019396
45	574.5300519000002	alternation	23		24	575.6347990000004	0.1999868000002607
45	574.7300387000005	alternation	24		24	575.8347858000006	0.2017716999998811
45	574.9318104000004	alternation	25		24	576.0365575000005	0.19994219999989582
45	575.1317526000003	alternation	26		24	576.2364997000004	0.19999660000030417
45	575.3317492000006	alternation	27		24	576.4364963000007	0.19997330000023794
45	575.5317225000008	alternation	28		24	576.636469600001	0.20001539999975648
45	575.7317379000006	alternation	29		24	576.8364850000007	0.19827639999948588
45	575.9300143	alternation	30		24	577.0347614000002	0.19997700000021723
45	576.1299913000003	alternation	31		24	577.2347384000004	0.1999943999999232
45	576.3299857000002	alternation	32		24	577.4347328000003	0.1999857000000702
45	576.5299714000002	alternation	33		24	577.6347185000004	0.19999490000009246
45	576.7299663000003	alternation	34		24	577.8347134000005	0.20000080000045273
45	576.9299671000008	alternation	35		24	578.034714200001	0.20000959999924817
45	577.1299767	alternation	36		24	578.2347238000002	0.19998600000053557
45	577.3299627000006	alternation	37		24	578.4347098000007	0.19997659999989992
45	577.5299393000005	alternation	38		24	578.6346864000006	0.2017585000003237
45	577.7316978000008	alternation	39		24	578.836444900001	0.1999642999999196
45	577.9316621000007	alternation	40		24	579.0364092000009	0.20000709999931132
45	578.1316692	alternation	41		24	579.2364163000002	0.20008159999997588
45	578.3317508	alternation	42		24	579.4364979000002	0.1999009000001024
45	578.5316517000001	alternation	43		23	579.6363988000003	0.19168360000003304
45	578.7007675000004	response	43	space		579.8055146000006	
46	578.7233353000001	alternation	0		25	579.8280824000003	0.20657050000045274
46	578.9299058000006	alternation	1		24	580.0346529000008	0.19998880000002828
46	579.1298946000006	alternation	2		24	580.2346417000008	0.20002889999977924
46	579.3299235000004	alternation	3		24	580.4346706000006	0.19995959999960178
46	579.5298831	alternation	4		24	580.6346302000002	0.19999430000007123
46	579.7298774000001	alternation	5		24	580.8346245000002	0.20000170000002981
46	579.9298791000001	alternation	6		24	581.0346262000003	0.20000200000049517
46	580.1298811000006	alternation	7		24	581.2346282000008	0.20001369999954477
46	580.3298948000001	alternation	8		24	581.4346419000003	0.20000600000003033
46	580.5299008000002	alternation	9		24	581.6346479000003	0.20168520000061108
46	580.7315860000008	alternation	10		24	581.836333100001	0.2000287999999273
46	580.9316148000007	alternation	11		24	582.0363619000009	0.1999497999995583
46	581.1315646000003	alternation	12		24	582.2363117000004	0.19999040000038804
46	581.3315550000007	alternation	13		24	582.4363021000008	0.20000590000017837
46	581.5315609000008	alternation	14		24	582.636308000001	0.19825929999933578
46	581.7298202000002	alternation	15		24	582.8345673000003	0.2000039000004108
46	581.9298241000006	alternation	16		24	583.0345712000008	0.20002169999952457
46	582.1298458000001	alternation	17		24	583.2345929000003	0.19996570000057545
46	582.3298115000007	alternation	18		24	583.4345586000009	0.19998349999968923
46	582.5297950000004	alternation	19		24	583.6345421000005	0.20000040000013541
46	582.7297954000005	alternation	20		24	583.8345425000007	0.20001150000007328
46	582.9298069000006	alternation	21		24	584.0345540000008	0.19996069999979227
46	583.1297676000004	alternation	22		24	584.2345147000005	0.20000309999977617
46	583.3297707000002	alternation	23		24	584.4345178000003	0.20172600000023522
46	583.5314967000004	alternation	24		24	584.6362438000006	0.1999869999999646
46	583.7314837000004	alternation	25		24	584.8362308000005	0.20009720000052766
46	583.9315809000009	alternation	26		24	585.036328000001	0.19992899999942892
46	584.1315099000003	alternation	27		24	585.2362570000005	0.1999575999998342
46	584.3314675000001	alternation	28		24	585.4362146000003	0.20000290000007226
46	584.5314704000002	alternation	29		24	585.6362175000004	0.19827230000009877
46	584.7297427000003	alternation	30		24	585.8344898000005	0.19997849999981554
46	584.9297212000001	alternation	31		24	586.0344683000003	0.20002999999996973
46	585.1297512000001	alternation	32		24	586.2344983000003	0.19995730000027834
46	585.3297085000004	alternation	33		24	586.4344556000005	0.19997919999968872
